0.53553,0.21028,0.61269,0.6641,0.40448,0.84147,0.50831,0.54201,0.2222,0.73733,0.85429,0.34445,0.75689,0.54493,0.48979,0.37761,0.50801,0.57162,0.63439,0.37035,0.31506,0.66507,0.83441,0.36428,0.092864,0.66204,0.8542,0.30484,1
0.46318,0.14367,0.62744,0.8694,0.21046,0.81092,0.59634,0.49827,0.2237,0.7217,0.85141,0.34483,0.79483,0.53176,0.4912,0.38992,0.48562,0.54264,0.63871,0.39833,0.26933,0.5498,0.89439,0.52011,0.055311,0.43134,0.86699,0.51656,1
0.5142,0.25633,0.63549,0.67165,0.3915,0.863,0.47122,0.50606,0.25305,0.73301,0.87836,0.33296,0.85232,0.45436,0.46953,0.39899,0.49739,0.53595,0.60829,0.42501,0.31469,0.49347,0.86037,0.64219,0.09273,0.27364,0.86008,0.68651,1
0.52562,0.22493,0.63245,0.66751,0.37327,0.81655,0.49101,0.49599,0.28093,0.7296,0.83404,0.30683,0.74444,0.37872,0.44662,0.38944,0.52372,0.54528,0.60581,0.43774,0.32688,0.57211,0.83565,0.55047,0.14735,0.40108,0.85261,0.56667,1
0.5247,0.19603,0.60456,0.66239,0.39507,0.85803,0.52014,0.50229,0.27086,0.73661,0.87067,0.29099,0.80104,0.40293,0.44882,0.37228,0.54154,0.55245,0.60259,0.3876,0.36891,0.67253,0.80075,0.39835,0.16149,0.6428,0.82444,0.28905,1
0.5223,0.20099,0.61384,0.66791,0.38186,0.86079,0.51923,0.5259,0.21765,0.73584,0.85296,0.32081,0.72639,0.51895,0.48752,0.36474,0.49322,0.55717,0.6079,0.38024,0.30637,0.71392,0.81652,0.37166,0.13307,0.64125,0.83108,0.27337,1
0.47905,0.13163,0.63336,0.86377,0.18702,0.76244,0.58388,0.50831,0.20521,0.71454,0.85378,0.32703,0.84683,0.43855,0.49841,0.38265,0.50922,0.5609,0.63437,0.39175,0.28518,0.64148,0.85239,0.38731,0.086228,0.56647,0.85301,0.34974,1
0.50209,0.21868,0.60829,0.66846,0.38573,0.84999,0.55922,0.52427,0.19648,0.72174,0.85197,0.32462,0.76432,0.50924,0.50092,0.38868,0.48637,0.54155,0.61367,0.42917,0.34641,0.49361,0.84367,0.64331,0.094073,0.29635,0.84827,0.61473,1
0.50972,0.21276,0.63448,0.65967,0.37887,0.76536,0.54288,0.49544,0.22149,0.71985,0.86421,0.32708,0.84988,0.43745,0.48758,0.38565,0.49829,0.55516,0.63818,0.36293,0.29821,0.61167,0.88213,0.42293,0.075606,0.5756,0.85315,0.36172,1
0.46044,0.16097,0.65782,0.90492,0.17124,0.79925,0.60968,0.53218,0.22061,0.73814,0.84809,0.31005,0.7208,0.57134,0.48464,0.37681,0.52733,0.5411,0.59539,0.35402,0.3488,0.65711,0.83473,0.39771,0.1319,0.63349,0.84499,0.32371,1
0.48107,0.25078,0.64311,0.67295,0.39949,0.78743,0.61375,0.53075,0.18983,0.72623,0.84991,0.3017,0.7413,0.51652,0.49995,0.3896,0.51591,0.53265,0.58217,0.48619,0.3373,0.5137,0.83526,0.62414,0.18788,0.30687,0.85163,0.72962,1
