0.013584,0.62803,1.1107e-05,0.83126,0.014809,0.40741,0.82545,0.040057,0.57896,0.00033978,0.88191,0.052013,0.48619,0.72293,0.57896,0.38944,0.46984,0.49678,0.38306,0.53921,0.65057,1
0.011361,0.61688,9.2901e-06,0.89312,0.012254,0.40258,0.84829,0.034874,0.56438,0.00029582,0.94173,0.04463,0.49171,0.71308,0.56438,0.38874,0.48655,0.50712,0.36206,0.51915,0.70363,1
0.012581,0.63361,1.0287e-05,0.85379,0.013765,0.39936,0.84502,0.032577,0.55478,0.00027633,0.9207,0.041288,0.46409,0.69198,0.55478,0.36808,0.4911,0.51187,0.35831,0.51109,0.69947,1
0.010314,0.6236,8.4334e-06,0.8819,0.01117,0.38969,0.84829,0.02708,0.55846,0.0002297,0.9621,0.034424,0.45304,0.71449,0.55846,0.38177,0.48927,0.49538,0.33895,0.53843,0.72492,1
0.011641,0.63132,9.5189e-06,0.89494,0.012704,0.41224,0.84992,0.030458,0.56398,0.00025836,0.94415,0.038948,0.47099,0.72011,0.56398,0.3875,0.48769,0.49689,0.35212,0.54299,0.71456,1
0.015209,0.62908,1.2436e-05,0.83838,0.01661,0.43639,0.84502,0.035373,0.57424,0.00030005,0.93051,0.04571,0.48757,0.72293,0.57424,0.38292,0.4789,0.49924,0.3638,0.52432,0.68922,1
0.012422,0.58308,1.0157e-05,0.85401,0.013057,0.4058,0.81403,0.032702,0.56438,0.00027739,0.93288,0.041842,0.46823,0.71308,0.56438,0.37344,0.4802,0.49621,0.35348,0.51988,0.69507,1
0.016291,0.58634,1.3322e-05,0.8357,0.017234,0.43478,0.81729,0.037708,0.55684,0.00031985,0.89552,0.04791,0.47099,0.71167,0.55684,0.38613,0.47792,0.50358,0.37756,0.52469,0.66524,1
0.011894,0.59303,9.7254e-06,0.89725,0.012593,0.4058,0.82055,0.033439,0.55908,0.00028364,0.93212,0.042564,0.47238,0.70886,0.55908,0.37947,0.4855,0.49322,0.35784,0.54212,0.68775,1
0.016546,0.58999,1.3529e-05,0.82631,0.017555,0.43639,0.81729,0.031701,0.57247,0.0002689,0.94203,0.040883,0.48204,0.72011,0.57247,0.3875,0.48795,0.50407,0.35669,0.52336,0.71707,1
0.011361,0.59906,9.2897e-06,0.88288,0.012079,0.39775,0.80914,0.026989,0.58264,0.00022893,0.93987,0.035144,0.46547,0.72433,0.58264,0.38134,0.49315,0.50355,0.34454,0.52098,0.72857,1
0.010732,0.60024,8.7753e-06,0.8436,0.011411,0.38003,0.82708,0.027149,0.56954,0.00023029,0.94486,0.034896,0.45718,0.72152,0.56954,0.38503,0.48975,0.50287,0.34298,0.52596,0.72136,1
0.015499,0.60596,1.2673e-05,0.84126,0.016634,0.42673,0.83034,0.033441,0.57954,0.00028366,0.93369,0.043432,0.48481,0.72855,0.57954,0.37658,0.48218,0.49687,0.36023,0.51901,0.68544,1
0.012638,0.62096,1.0334e-05,0.88213,0.013692,0.42673,0.8385,0.032504,0.57296,0.00027571,0.91703,0.041942,0.47238,0.71167,0.57296,0.3705,0.48443,0.50282,0.35731,0.51625,0.66791,1
0.014245,0.59899,1.1648e-05,0.82979,0.015192,0.41063,0.82382,0.028062,0.56416,0.00023804,0.91323,0.035881,0.44613,0.71449,0.56416,0.38855,0.4911,0.50369,0.35076,0.52546,0.71426,1
0.010528,0.66352,8.6087e-06,0.87412,0.011777,0.42995,0.86134,0.032453,0.55948,0.00027528,0.92496,0.041323,0.46133,0.7173,0.55948,0.38083,0.47984,0.49977,0.35882,0.52322,0.69556,1
0.012671,0.68482,1.0361e-05,0.84146,0.014423,0.43478,0.87276,0.033012,0.56649,0.00028002,0.94141,0.042328,0.47652,0.7173,0.56649,0.38049,0.48186,0.49775,0.35947,0.53072,0.69294,1
0.0092109,0.6461,7.5318e-06,0.9078,0.010148,0.41707,0.85481,0.027001,0.5744,0.00022903,0.93228,0.034873,0.45442,0.72011,0.5744,0.38359,0.49346,0.50361,0.35072,0.5271,0.72965,1
0.013304,0.64627,1.0878e-05,0.83038,0.014706,0.41707,0.84666,0.04497,0.5801,0.00038145,0.85592,0.058467,0.49448,0.71308,0.5801,0.38507,0.46402,0.50462,0.40232,0.5269,0.61823,1
0.013477,0.62141,1.102e-05,0.90436,0.014616,0.45894,0.84339,0.031869,0.56513,0.00027033,0.94609,0.040804,0.47376,0.71589,0.56513,0.38237,0.4873,0.49818,0.35367,0.53378,0.71255,1
0.014845,0.62181,1.2138e-05,0.82092,0.016119,0.40741,0.83524,0.037853,0.57726,0.00032108,0.92502,0.049064,0.49586,0.72293,0.57726,0.37899,0.47801,0.49882,0.37136,0.52698,0.67691,1
0.012741,0.62016,1.0418e-05,0.8333,0.013796,0.40097,0.82219,0.032533,0.57096,0.00027595,0.91847,0.041896,0.46823,0.71167,0.57096,0.37276,0.48188,0.50387,0.35575,0.51046,0.69179,1
0.015865,0.61732,1.2973e-05,0.79693,0.017179,0.43156,0.81729,0.031938,0.56043,0.00027091,0.93595,0.040703,0.46961,0.70886,0.56043,0.37945,0.48395,0.49795,0.34792,0.52053,0.69037,1
0.010575,0.63724,8.6476e-06,0.91666,0.011585,0.42351,0.85155,0.033908,0.5664,0.00028762,0.94253,0.043476,0.48481,0.70886,0.5664,0.37281,0.48376,0.50192,0.36011,0.51599,0.69633,1
0.012818,0.6292,1.0481e-05,0.83895,0.013979,0.41707,0.82871,0.05071,0.5939,0.00043014,0.83989,0.066815,0.51657,0.71167,0.5939,0.38127,0.45845,0.50325,0.42169,0.52873,0.60438,1
0.019202,0.61594,1.5701e-05,0.83313,0.020804,0.46055,0.82382,0.030513,0.57092,0.00025883,0.91976,0.039287,0.46961,0.71027,0.57092,0.3904,0.49233,0.50629,0.35213,0.51956,0.7133,1
0.011683,0.63749,9.5531e-06,0.89137,0.012813,0.43156,0.84339,0.03347,0.56083,0.00028391,0.93881,0.042678,0.48066,0.71449,0.56083,0.38913,0.48293,0.49566,0.35661,0.5426,0.70715,1
0.015265,0.64082,1.2482e-05,0.83488,0.016821,0.42995,0.84666,0.041202,0.55011,0.00034949,0.90375,0.052018,0.49033,0.69198,0.55011,0.38366,0.47754,0.50545,0.38383,0.51879,0.6556,1
0.01086,0.62102,8.8802e-06,0.91604,0.011745,0.41546,0.84339,0.035221,0.52931,0.00029876,0.93706,0.043534,0.45994,0.68636,0.52931,0.38778,0.48538,0.49737,0.35697,0.538,0.70163,1
0.014047,0.6282,1.1486e-05,0.82843,0.015321,0.41868,0.83361,0.032133,0.51236,0.00027257,0.9249,0.039025,0.4268,0.68214,0.51236,0.38644,0.48922,0.50283,0.35172,0.5331,0.70584,1
0.010716,0.63559,8.7627e-06,0.84497,0.011725,0.40902,0.83197,0.037433,0.5198,0.00031752,0.92741,0.045843,0.4558,0.68495,0.5198,0.38049,0.48164,0.49624,0.36501,0.53077,0.682,1
0.014394,0.61686,1.177e-05,0.8109,0.015566,0.41224,0.83034,0.054447,0.55492,0.036674,0.87931,0.06911,0.51519,0.70323,0.55492,0.38947,0.46578,0.50251,0.41116,0.52898,0.6151,1
0.0133,0.59301,1.0875e-05,0.88097,0.014105,0.40902,0.82871,0.031281,0.55447,0.00026534,0.94007,0.039628,0.46271,0.70323,0.55447,0.38312,0.49047,0.50163,0.35362,0.53168,0.71723,1
0.014692,0.60921,1.2013e-05,0.81826,0.015798,0.3913,0.82545,0.030043,0.53627,0.00025484,0.93807,0.037366,0.44613,0.68917,0.53627,0.37983,0.48967,0.49971,0.34486,0.5305,0.7093,1
0.011109,0.62283,9.0836e-06,0.88399,0.012035,0.41385,0.8385,0.037037,0.53951,0.00031416,0.92164,0.046256,0.46271,0.69902,0.53951,0.38078,0.48039,0.50054,0.36813,0.53556,0.6871,1
0.013615,0.60952,1.1133e-05,0.82815,0.014631,0.40741,0.81566,0.041498,0.54581,0.00035201,0.9189,0.052172,0.49033,0.68776,0.54581,0.38048,0.47812,0.49872,0.37267,0.52646,0.64209,1
0.01331,0.59086,1.0884e-05,0.85364,0.014092,0.40902,0.81566,0.038363,0.54738,0.00032541,0.88617,0.048292,0.46271,0.6962,0.54738,0.38579,0.48362,0.5019,0.37549,0.53001,0.67037,1
0.013612,0.60228,1.1131e-05,0.82999,0.014546,0.39452,0.82382,0.031377,0.53182,0.00026615,0.9491,0.038858,0.44613,0.69198,0.53182,0.37887,0.48885,0.50006,0.35388,0.53127,0.7115,1
0.011662,0.61336,9.5356e-06,0.84471,0.012547,0.3913,0.82382,0.035957,0.5472,0.000305,0.92702,0.045246,0.47099,0.69761,0.5472,0.38371,0.48457,0.50166,0.36748,0.53395,0.69637,1
0.01421,0.62337,1.1619e-05,0.81692,0.015442,0.41224,0.83361,0.044968,0.566,0.00038144,0.91375,0.057672,0.51657,0.70464,0.566,0.39027,0.47344,0.50621,0.38391,0.51675,0.6578,1
0.0097053,0.6377,7.936e-06,0.87441,0.010625,0.40902,0.84339,0.028009,0.55396,0.00023759,0.96115,0.03545,0.46133,0.70042,0.55396,0.37981,0.4945,0.49516,0.34143,0.5332,0.72677,1
0.012789,0.63648,1.0458e-05,0.82248,0.014027,0.39936,0.8385,0.039269,0.53328,0.00033309,0.88578,0.048752,0.45856,0.68495,0.53328,0.38419,0.47523,0.49602,0.38056,0.54338,0.65152,1
0.011717,0.64836,9.5812e-06,0.84044,0.012961,0.41063,0.85155,0.035879,0.52641,0.00030434,0.93817,0.044223,0.46133,0.69339,0.52641,0.37931,0.48108,0.49891,0.36108,0.51769,0.68835,1
0.014719,0.64213,1.2035e-05,0.79897,0.016231,0.41063,0.85155,0.043467,0.54088,0.0003687,0.89982,0.054391,0.48343,0.69058,0.54088,0.38436,0.47575,0.50421,0.38408,0.51644,0.65947,1
0.014546,0.63044,1.1894e-05,0.81976,0.015897,0.41224,0.84176,0.03473,0.53805,0.00029459,0.90387,0.043301,0.45442,0.67792,0.53805,0.36594,0.4862,0.50788,0.36212,0.50862,0.64512,1
0.0094449,0.64716,7.7231e-06,0.89269,0.010417,0.40902,0.85155,0.030422,0.5384,0.00025805,0.95887,0.03792,0.45718,0.70042,0.5384,0.38226,0.48799,0.49387,0.34609,0.53782,0.71755,1
0.012337,0.62874,1.0088e-05,0.82997,0.013444,0.39291,0.84176,0.036021,0.56088,0.00030555,0.90714,0.045943,0.48343,0.70605,0.56088,0.39318,0.49053,0.50103,0.3599,0.5319,0.68332,1
